epoch,avg_loss,accuracy
0,2.6152576544345956,0.09325553797468354
1,2.250401423527644,0.18898338607594936
2,2.1062580988957333,0.24179193037974683
3,2.001587696564503,0.2865901898734177
4,1.9132983867938702,0.2927215189873418
5,1.8775885166266026,0.2728441455696203
6,1.8611549964317908,0.33455300632911394
7,1.8440436338767028,0.33633306962025317
8,1.8285821767953725,0.32169699367088606
9,1.8041260548127003,0.3467167721518987
10,1.791320605155749,0.37242879746835444
11,1.7529864188952324,0.3863726265822785
12,1.7371272551707733,0.38202136075949367
13,1.7098007202148438,0.4185126582278481
14,1.6891483404697516,0.43700553797468356
15,1.6717323890099158,0.42563291139240506
16,1.6405333494528747,0.44877373417721517
17,1.6163768279246795,0.47468354430379744
18,1.6060353792630708,0.4586629746835443
19,1.5904818803836138,0.43789556962025317
20,1.5917432736127803,0.48368275316455694
21,1.5763196700658553,0.46736550632911394
22,1.5588893401317108,0.4520371835443038
23,1.553862547263121,0.46924446202531644
24,1.5223730038373897,0.5131526898734177
25,1.5189074980906951,0.5181962025316456
26,1.512062757443159,0.4985166139240506
27,1.5032588274050982,0.496934335443038
28,1.4909673837515025,0.46894778481012656
29,1.4809703337840545,0.5084058544303798
30,1.4813456413073418,0.5144382911392406
31,1.459125714424329,0.5237341772151899
32,1.4392972114758613,0.5110759493670886
33,1.4450658162434895,0.535996835443038
34,1.438669938307542,0.5243275316455697
35,1.4345568143404448,0.49357199367088606
36,1.4308837499373999,0.5515229430379747
37,1.425043448423728,0.5249208860759493
38,1.4124805743877704,0.533623417721519
39,1.4037494170360076,0.5664556962025317
40,1.4134766016251001,0.535996835443038
41,1.3917359572190504,0.5481606012658228
42,1.3963682712652745,0.5535996835443038
43,1.3852869669596355,0.5683346518987342
44,1.3864606221516926,0.5555775316455697
45,1.3758664253430488,0.5562697784810127
46,1.37084227341872,0.5471716772151899
47,1.3531968532464442,0.5694224683544303
48,1.3575986226399739,0.5548852848101266
49,1.347610864883814,0.5683346518987342
50,1.357576908209385,0.5825751582278481
51,1.3460289392715845,0.5889042721518988
52,1.3376314212114384,0.5762460443037974
53,1.3477090688852162,0.5754549050632911
54,1.3343546940730169,0.6085838607594937
55,1.3465191767765925,0.5808939873417721
56,1.3237800598144531,0.5865308544303798
57,1.3108233916453826,0.5851463607594937
58,1.3144883375901442,0.6067049050632911
59,1.3104121868426983,0.5900909810126582
60,1.3223734146509416,0.5748615506329114
61,1.298127687894381,0.6031447784810127
62,1.300379141783103,0.5819818037974683
63,1.3055284940279448,0.6006724683544303
64,1.2940411689953926,0.5967167721518988
65,1.2886895399827223,0.5926621835443038
66,1.2919722336989183,0.6149129746835443
67,1.2881542107997797,0.5873219936708861
68,1.2874154310960035,0.6262856012658228
69,1.2756823026216948,0.587618670886076
70,1.272757114508213,0.6071004746835443
71,1.266507857885116,0.6276700949367089
72,1.2742528670873396,0.5518196202531646
73,1.2730050698304787,0.6366693037974683
74,1.274341778877454,0.6111550632911392
75,1.2504077813564203,0.6254944620253164
76,1.2530284783779047,0.6081882911392406
77,1.240912608611278,0.6312302215189873
78,1.2452112833658855,0.6409216772151899
79,1.2449786846454327,0.6115506329113924
80,1.2360564989921374,0.6092761075949367
81,1.2369490403395433,0.6165941455696202
82,1.2384695395445213,0.6212420886075949
83,1.2373045896872497,0.6319224683544303
84,1.2232054685934997,0.6434928797468354
85,1.2218103653345354,0.6431962025316456
86,1.2353529318785057,0.6244066455696202
87,1.2156035594451122,0.6455696202531646
88,1.216584230080629,0.6526898734177216
89,1.2216034913674378,0.6314280063291139
90,1.209714644994491,0.6208465189873418
91,1.2054396409254808,0.6336036392405063
92,1.2192195990146735,0.654568829113924
93,1.2071592868902745,0.6362737341772152
94,1.2081506191155849,0.6346914556962026
95,1.1941968477689302,0.6337025316455697
96,1.1986948649088542,0.6498219936708861
97,1.1906661987304688,0.6245055379746836
98,1.1929612771058693,0.6517998417721519
99,1.207048856295072,0.6697982594936709
100,1.184952173477564,0.6512064873417721
101,1.1965810335599458,0.6197587025316456
102,1.1979411198542669,0.6529865506329114
103,1.175412104679988,0.6500197784810127
104,1.1762659121782353,0.6535799050632911
105,1.1779216864170172,0.6694026898734177
106,1.1834167089217749,0.6489319620253164
107,1.168011689797426,0.6800830696202531
108,1.174413338685647,0.6495253164556962
109,1.1696277520595453,0.6576344936708861
110,1.1605204068697417,0.646064082278481
111,1.1729827293982873,0.669501582278481
112,1.1697101103953826,0.6341969936708861
113,1.1665224906725762,0.6783030063291139
114,1.1661641047551081,0.6443829113924051
115,1.162883073855669,0.6675237341772152
116,1.153493930131961,0.6845332278481012
117,1.1469657115447216,0.6573378164556962
118,1.1518714122283154,0.6792919303797469
119,1.1532110556578026,0.6855221518987342
120,1.143064254369491,0.6696993670886076
121,1.1284398788060896,0.6679193037974683
122,1.162904299222506,0.6541732594936709
123,1.13727540236253,0.6785996835443038
124,1.1355796227088342,0.6895767405063291
125,1.1410422691932092,0.6537776898734177
126,1.130386743790064,0.6925435126582279
127,1.140220739902594,0.6852254746835443
128,1.1358059614132612,0.6469541139240507
129,1.1288320101224458,0.6831487341772152
130,1.1362459231645634,0.6607001582278481
131,1.1328595479329426,0.6445806962025317
132,1.1350967211601062,0.6923457278481012
133,1.1188028775728667,0.6972903481012658
134,1.1241585169083033,0.6468552215189873
135,1.1301489609938402,0.6840387658227848
136,1.1159393114921374,0.7040150316455697
137,1.1079559326171875,0.6875988924050633
138,1.1193299904847755,0.666435917721519
139,1.1087308052258613,0.6777096518987342
140,1.1148155408027844,0.6964992088607594
141,1.108520996876252,0.6880933544303798
142,1.107393509302384,0.6686115506329114
143,1.1069141290126703,0.6662381329113924
144,1.104996118790064,0.697685917721519
145,1.1025235102726862,0.6970925632911392
146,1.1006612533178084,0.6926424050632911
147,1.1006563626802885,0.6682159810126582
148,1.1034012818947816,0.678006329113924
149,1.0967107919546275,0.7003560126582279
150,1.0968780517578125,0.692939082278481
151,1.1015953650841346,0.6994659810126582
152,1.100821274977464,0.6770174050632911
153,1.0929385454226763,0.712618670886076
154,1.0946427369729066,0.7137064873417721
155,1.0908801739032452,0.6902689873417721
156,1.0902048746744792,0.705498417721519
157,1.092974149263822,0.6550632911392406
158,1.083120884039463,0.7037183544303798
159,1.090879195775741,0.7136075949367089
